structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	featureId
1	5	0.12335815528256322	0.12335815528256322	-164.08618200213877	nul	11.053	C10H18N6O4	[M - H2O + H]+	C10H17N6O3+	ORYWUUHIWDCKBJ	InChI=1S/C10H18N6O4/c1-20-6-2-3-13-10-14-8(11)7(16(18)19)9(15-10)12-4-5-17/h17H,2-6H2,1H3,(H4,11,12,13,14,15)	2-({6-Amino-2-[(3-methoxypropyl)amino]-5-nitropyrimidin-4-yl}amino)ethanol	COCCCNC1=NC(=C(C(=N1)NCCO)[N+](=O)[O-])N	0.900	3809863	PUBCHEM:(3809863)	2	269.136	128	567750598729342729	567749488211845094	5277
1	2	0.1447679017113994	0.1447679017113994	-331.06695734257744	nul	40.296	C15H22FN3O6	[M + H]+	C15H23FN3O6+	PPVCPOIDSSQXMR	InChI=1S/C15H22FN3O6/c1-7(2)4-5-24-15(23)18-12-9(16)6-19(14(22)17-12)13-11(21)10(20)8(3)25-13/h6-8,10-11,13,20-21H,4-5H2,1-3H3,(H,17,18,22,23)	5'-Deoxy-5-fluoro-N4-(3-methyl-1-butyloxycarbonyl)cytidine	CC1C(C(C(O1)N2C=C(C(=NC2=O)NC(=O)OCCC(C)C)F)O)O	0.500	145714607;29977014;29977018;54201881;46780619;93977409;57004325;71435392	PUBCHEM:(145714607 29977014 29977018 54201881 46780619 93977409 57004325 71435392);DSSTox:(DTXSID50167334);PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBMED	137506062402	360.155	128	567750665825624557	567749488228622314	5279
1	3	0.4236917478092243	0.4236917478092243	-222.30773939611512	nul	87.864	C20H30N6O4	[M + Na]+	C20H30N6NaO4+	LGMBKOAPPTYKLC	InChI=1S/C20H30N6O4/c21-20(22)24-11-5-9-15(19(29)30)25-18(28)16(12-13-6-2-1-3-7-13)26-17(27)14-8-4-10-23-14/h1-3,6-7,14-16,23H,4-5,8-12H2,(H,25,28)(H,26,27)(H,29,30)(H4,21,22,24)	5-[(diaminomethylidene)amino]-2-{3-phenyl-2-[(pyrrolidin-2-yl)formamido]propanamido}pentanoic acid	C1CC(NC1)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CCCN=C(N)N)C(=O)O	0.343	22184305;11166015;57212914	COCONUT:(CNP0348029);BloodExposome:(11166015);CHEBI:(162540);SUPERNATURAL:(SN0204827);PUBCHEM:(22184305 11166015 57212914);DSSTox:(DTXSID60457450);PUBMED	146036228194	441.223	128	567750630882877488	567749488245399534	5285
1	1	0.165852574505886	0.165852574505886	-188.99767369558703	nul	57.213	C9H9NO2S	[M + H]+	C9H10NO2S+	NHYMAYFUEPPSTD	InChI=1S/C9H9NO2S/c1-13-9(12)8(11)10-7-5-3-2-4-6-7/h2-6H,1H3,(H,10,11)	S-Methyl 2-anilino-2-oxoethanethioate	CSC(=O)C(=O)NC1=CC=CC=C1	1.900	85788112	NORMAN:(NS00067195);PUBCHEM:(85788112);DSSTox:(DTXSID901028612);PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEMANNOTATIONDRUG	137539878914	196.043	128	567750661526462888	567749488266371058	5287
1	1	0.8096545893770872	0.8096545893770872	-240.52768752933727	nul	11.498	C13H24N2O4	[M + Na]+	C13H24N2NaO4+	KXJIASGDDBUKJR	InChI=1S/C13H24N2O4/c1-7(2)6-10(13(18)19)15-12(17)11(8(3)4)14-9(5)16/h7-8,10-11H,6H2,1-5H3,(H,14,16)(H,15,17)(H,18,19)	(2S)-2-[(2-acetamido-3-methylbutanoyl)amino]-4-methylpentanoic acid	CC(C)CC(C(=O)O)NC(=O)C(C(C)C)NC(=O)C	1.007	101109105;101124089;102159159;101579921;43353242;78975621;61137192;54018653;117064517;73899767;73910602	MESH:(54018653);PUBCHEM:(101109105 101124089 102159159 101579921 43353242 78975621 61137192 54018653 117064517 73899767 73910602);DSSTox:(DTXSID50708428);PUBMED	137438953542	295.163	129	567750638134829188	567749488278953974	5290
1	1	0.9646239576744992	0.9646239576744992	-120.71683173179748	nul	78.268	C13H24N2O4	[M + H]+	C13H25N2O4+	KXJIASGDDBUKJR	InChI=1S/C13H24N2O4/c1-7(2)6-10(13(18)19)15-12(17)11(8(3)4)14-9(5)16/h7-8,10-11H,6H2,1-5H3,(H,14,16)(H,15,17)(H,18,19)	(2S)-2-[(2-acetamido-3-methylbutanoyl)amino]-4-methylpentanoic acid	CC(C)CC(C(=O)O)NC(=O)C(C(C)C)NC(=O)C	1.007	101109105;101124089;102159159;101579921;43353242;78975621;61137192;54018653;117064517;73899767;73910602	MESH:(54018653);PUBCHEM:(101109105 101124089 102159159 101579921 43353242 78975621 61137192 54018653 117064517 73899767 73910602);DSSTox:(DTXSID50708428);PUBMED	137438953542	273.181	128	567750615909212118	567749488295731194	5291
1	1	0.5822729737994149	0.5822729737994149	-320.05893981419524	nul	57.147	C19H25N3O5	[M + H]+	C19H26N3O5+	CTCHFPZQWNZVNJ	InChI=1S/C19H25N3O5/c1-11(2)16-19(27)20-13(8-9-15(23)24)17(25)21-14(18(26)22-16)10-12-6-4-3-5-7-12/h3-7,11,13-14,16H,8-10H2,1-2H3,(H,20,27)(H,21,25)(H,22,26)(H,23,24)	natalenamide a	CC(C)C1C(=O)NC(C(=O)NC(C(=O)N1)CC2=CC=CC=C2)CCC(=O)O	1.300	163124461;146684094	SUPERNATURAL:(SN0054865);COCONUT:(CNP0441742);PUBCHEM:(163124461 146684094);LOTUS:(Q104969704)	271581186	376.187	129	567750659903267196	567749488312508414	5293
1	1	0.9767945046056528	0.9767945046056528	-113.15836622769166	nul	62.352	C14H26N2O4	[M + H]+	C14H27N2O4+	SQGBTKIDTKOYMS	InChI=1S/C14H26N2O4/c1-8(2)6-11(15-10(5)17)13(18)16-12(14(19)20)7-9(3)4/h8-9,11-12H,6-7H2,1-5H3,(H,15,17)(H,16,18)(H,19,20)	2-(2-acetamido-4-methylpentanamido)-4-methylpentanoic acid	CC(C)CC(C(=O)NC(CC(C)C)C(=O)O)NC(=O)C	1.456	10968127;443129;73900914;44384550	SUPERNATURAL:(SN0352456);COCONUT:(CNP0141641);KEGG:(C11333);PUBCHEM:(10968127 443129 73900914 44384550);CHEBI:(7193);PUBMED	3146082	287.197	130	567750660922483101	567749488329285634	5298
1	1	0.4996974147599694	0.4996974147599694	-5.069392388244921	nul	27.475	C15H32O6	[M + H3N + H]+	C15H36NO6+	AQRQHYITOOVBTO	InChI=1S/C15H32O6/c1-11(17)7-18-13(3)9-20-15(5)10-21-14(4)8-19-12(2)6-16/h11-17H,6-10H2,1-5H3	2,5,8,11-tetramethyl-3,6,9,12-tetraoxapentadecane-1,14-diol	CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)O	1.141	9836244	NORMAN:(NS00017694);COCONUT:(CNP0223353);SUPERNATURAL:(SN0012785);PUBCHEM:(9836244);MACONDA:(CON00097);GNPS:(CCMSLIB00003136844);DSSTox:(DTXSID00903901);TRAIN	137442382850	326.254	129	567750610611806110	567749488346062854	5308
1	1	0.43157937977395894	0.4860663929121713	-37.8720345853016	nul	50.750	C15H11NO2	[M + H]+	C15H12NO2+	WNISVGSZMGXKHE	InChI=1S/C15H11NO2/c17-14-11-8-4-5-9-12(11)16-15(18)13(14)10-6-2-1-3-7-10/h1-9H,(H2,16,17,18)	3-phenylquinoline-2,4-diol	C1=CC=C(C=C1)C2=C(C3=CC=CC=C3NC2=O)O	2.300	54677756	COCONUT:(CNP0368110);PUBCHEMANNOTATIONBIO;SUPERNATURAL:(SN0414894);PUBCHEM:(54677756);GNPS:(CCMSLIB00000079995);DSSTox:(DTXSID90164221);PUBMED	137458880578	238.086	129	567750634959741019	567749488362840074	5309
1	1	0.3469001483237127	0.3469001483237127	-4.642815764669818	nul	27.435	C15H32O6	[M + H]+	C15H33O6+	AQRQHYITOOVBTO	InChI=1S/C15H32O6/c1-11(17)7-18-13(3)9-20-15(5)10-21-14(4)8-19-12(2)6-16/h11-17H,6-10H2,1-5H3	2,5,8,11-tetramethyl-3,6,9,12-tetraoxapentadecane-1,14-diol	CC(CO)OCC(C)OCC(C)OCC(C)OCC(C)O	1.141	9836244	NORMAN:(NS00017694);COCONUT:(CNP0223353);SUPERNATURAL:(SN0012785);PUBCHEM:(9836244);MACONDA:(CON00097);GNPS:(CCMSLIB00003136844);DSSTox:(DTXSID00903901);TRAIN	137442382850	309.228	130	567750609076690824	567749488383811598	5310
1	1	0.9104672685533272	0.9364131637751859	-14.247306445464176	nul	28.413	C8H9NO	[M + H]+	C8H10NO+	HEQOJEGTZCTHCF	InChI=1S/C8H9NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5H,6,9H2	2-amino-1-phenylethan-1-one	C1=CC=C(C=C1)C(=O)CN	0.559	53381458;4658461;11952;71313141	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0032628);BloodExposome:(2723597 11952);SUPERNATURAL:(SN0123503);MESH:(11952);PUBCHEM:(53381458 4658461 11952 71313141);FooDB:(FDB010572);NORMAN:(NS00034671 NS00080746);COCONUT:(CNP0357301);CHEBI:(104022);LOTUS:(Q27181279);DSSTox:(DTXSID30735212 DTXSID80210206 DTXSID80884168);PUBCHEMANNOTATIONDRUG;PUBMED	164072005742	136.076	127	567750604081274699	567749488396394514	5312
1	1	0.37248668251802247	0.5132218045363744	-105.39606085878214	nul	33.057	C13H15NO2	[M + H]+	C13H16NO2+	ICDTXYOXZYXZKA	InChI=1S/C13H15NO2/c1-2-3-6-10-12(15)9-7-4-5-8-11(9)14-13(10)16/h4-5,7-8H,2-3,6H2,1H3,(H2,14,15,16)	3-butyl-4-hydroxy-1,2-dihydroquinolin-2-one	CCCCC1=C(C2=CC=CC=C2NC1=O)O	2.600	54684097	SUPERNATURAL:(SN0141657);COCONUT:(CNP0361190);PUBCHEM:(54684097);PUBMED	3153986	218.118	130	567750711140885787	567749488413171734	5314
1	2	0.672038131078146	0.672038131078146	-55.06808945236507	nul	20.384	C13H10N2O	[M + H]+	C13H11N2O+	YNCMLFHHXWETLD	InChI=1S/C13H10N2O/c1-15-10-6-3-2-5-9(10)14-13-11(15)7-4-8-12(13)16/h2-8H,1H3	Pyocyanin	CN1C2=CC=CC=C2N=C3C1=CC=CC3=O	2.000	135495419;6817	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0256934);MiMeDB:(MMDBc0001315);BloodExposome:(6817);PUBCHEMANNOTATIONSAFETYANDTOXIC;SUPERNATURAL:(SN0454929);MESH:(6817);PUBCHEM:(135495419 6817);TRAIN;COCONUT:(CNP0170305);METACYC:(CPD-12847);CHEBI:(62220);PLANTCYC:(CPD-12847);KEGG:(C01748);LOTUS:(Q410503);DSSTox:(DTXSID30393391 DTXSID9041108);PUBCHEMANNOTATIONDRUG;PUBMED	138906069358	211.087	130	567750613451349953	567749488446726174	5324
1	1	0.7799965355092329	0.7799965355092329	-238.74384813956195	nul	32.892	C25H36N4O5	[M + H]+	C25H37N4O5+	QQFSKBMCAKWHLG	InChI=1S/C25H36N4O5/c1-3-16(2)21(26)22(30)27-18(15-17-9-5-4-6-10-17)23(31)28-13-7-11-19(28)24(32)29-14-8-12-20(29)25(33)34/h4-6,9-10,16,18-21H,3,7-8,11-15,26H2,1-2H3,(H,27,30)(H,33,34)	Ile-Phe-Pro-Pro	CCC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)N2CCCC2C(=O)N3CCCC3C(=O)O)N	-0.200	18296893	PUBCHEM:(18296893);CHEBI:(183124)	34	473.276	130	567750669952819805	567749488463503394	5325
1	1	0.15856139130505464	0.15856139130505464	-400.95553483876455	nul	39.837	C13H20N2O4S	[M + H]+	C13H21N2O4S+	CYYNWRHSIGJVFM	InChI=1S/C13H20N2O4S/c1-10(2)8-15(9-13(16)14-17)20(18,19)12-6-4-11(3)5-7-12/h4-7,10,17H,8-9H2,1-3H3,(H,14,16)	2-[(2-Methylpropyl)[(4-methylphenyl)sulfonyl]amino]acetohydroximic acid	CC1=CC=C(C=C1)S(=O)(=O)N(CC(C)C)CC(=O)NO	1.600	10732988	PUBCHEMANNOTATIONBIO;PUBCHEM:(10732988);PUBMED	16777282	301.122	132	567750625396727832	567749488480280614	5326
1	1	0.8185187164119041	0.9371081270868923	-28.293952310018835	nul	75.894	C12H22N2O2	[M + H]+	C12H23N2O2+	XWYXUMDVQIOAPR	InChI=1S/C12H22N2O2/c1-7(2)5-9-11(15)14-10(6-8(3)4)12(16)13-9/h7-10H,5-6H2,1-4H3,(H,13,16)(H,14,15)	3,6-bis(2-methylpropyl)piperazine-2,5-dione	CC(C)CC1C(=O)NC(C(=O)N1)CC(C)C	2.100	23278156;137006;192731;12206395	PUBCHEMANNOTATIONBIO;SUPERNATURAL:(SN0442317);MESH:(192731);PUBCHEM:(23278156 137006 192731 12206395);TRAIN;COCONUT:(CNP0165802);METACYC:(CPD-15210);CHEBI:(67269);KEGG:(C20514);LOTUS:(Q27135732);DSSTox:(DTXSID30241782 DTXSID60931962);PUBCHEMANNOTATIONDRUG;PUBMED	137760893286	227.175	130	567750666580599309	567749488492863530	5327
1	1	0.5262448104340383	0.5262448104340383	-506.1777530784789	nul	34.420	C32H49N5O7	[M + Na]+	C32H49N5NaO7+	KVLPXRKIIFWZLM	InChI=1S/C32H49N5O7/c1-18(2)15-24(36-30(41)27(19(3)4)37-31(42)44-32(6,7)8)29(40)35-23(11-9-10-14-33)28(39)34-21-12-13-22-20(5)16-26(38)43-25(22)17-21/h12-13,16-19,23-24,27H,9-11,14-15,33H2,1-8H3,(H,34,39)(H,35,40)(H,36,41)(H,37,42)	Boc-Val-Leu-Lys-MCA	CC1=CC(=O)OC2=C1C=CC(=C2)NC(=O)C(CCCCN)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)OC(C)(C)C	3.700	126375;3538606;44351752	NORMAN:(NS00059411);MESH:(126375);PUBCHEM:(126375 3538606 44351752);DSSTox:(DTXSID20994331);BloodExposome:(126375);PUBMED	137443418182	638.355	131	567750628370489379	567749488513835054	5331
1	1	0.5732600340921374	0.5732600340921374	-75.96251261181004	nul	50.113	C23H29N3O4	[M + H]+	C23H30N3O4+	GRVMHFCZUIYNKQ	InChI=1S/C23H29N3O4/c1-15(2)20(23(29)30)26-22(28)19(14-17-11-7-4-8-12-17)25-21(27)18(24)13-16-9-5-3-6-10-16/h3-12,15,18-20H,13-14,24H2,1-2H3,(H,25,27)(H,26,28)(H,29,30)	2-[[2-[(2-Amino-3-phenylpropanoyl)amino]-3-phenylpropanoyl]amino]-3-methylbutanoic acid	CC(C)C(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)N	2.462	102144077;102144078;102144079;102144080;102144081;102144082;102144083;101559632;18223310	PUBCHEM:(102144077 102144078 102144079 102144080 102144081 102144082 102144083 101559632 18223310);CHEBI:(161788)	34	412.223	131	567750679314506456	567749488530612274	5334
1	1	0.1591883279511995	0.1591883279511995	-408.73520583937193	nul	39.229	C19H28N2O3	[M + H]+	C19H29N2O3+	VBFBEYXWJLASJA	InChI=1S/C19H28N2O3/c1-2-3-9-21-10-7-15(8-11-21)14-20-19(22)16-5-4-6-17-18(16)24-13-12-23-17/h4-6,15H,2-3,7-14H2,1H3,(H,20,22)	N-[(1-butylpiperidin-4-yl)methyl]-2,3-dihydro-1,4-benzodioxine-5-carboxamide	CCCCN1CCC(CC1)CNC(=O)C2=C3C(=CC=C2)OCCO3	2.900	44391713	PUBCHEMANNOTATIONBIO;PUBCHEM:(44391713);PUBMED	16777282	333.217	131	567750666303775233	567749488547389494	5335
1	1	0.9154093785839506	0.9154093785839506	-203.26462075160472	nul	53.103	C20H27N3O5	[M + H]+	C20H28N3O5+	NCUTXAUIYRLLMG	InChI=1S/C20H27N3O5/c1-12(2)10-15-19(27)21-14(8-9-17(24)25)18(26)23-16(20(28)22-15)11-13-6-4-3-5-7-13/h3-7,12,14-16H,8-11H2,1-2H3,(H,21,27)(H,22,28)(H,23,26)(H,24,25)	natalenamide b	CC(C)CC1C(=O)NC(C(=O)NC(C(=O)N1)CC2=CC=CC=C2)CCC(=O)O	1.600	163150363;146684095	SUPERNATURAL:(SN0242018);COCONUT:(CNP0458024);PUBCHEM:(163150363 146684095);LOTUS:(Q105177377)	271581186	390.202	132	567750671647318655	567749488564166714	5343
1	4	0.3264983891130828	0.3264983891130828	-344.20408342751193	nul	55.826	C22H32N2O8	[M + Na]+	C22H32N2NaO8+	HFBIJHFJEYLKMS	InChI=1S/C22H32N2O8/c1-21(2,3)31-19(27)24-16(18(26)23-13-17(25)29-7)12-14-8-10-15(11-9-14)30-20(28)32-22(4,5)6/h8-11,16H,12-13H2,1-7H3,(H,23,26)(H,24,27)	methyl 2-(2-{[(tert-butoxy)carbonyl]amino}-3-(4-{[(tert-butoxy)carbonyl]oxy}phenyl)propanamido)acetate	CC(C)(C)OC(=O)NC(CC1=CC=C(C=C1)OC(=O)OC(C)(C)C)C(=O)NCC(=O)OC	3.300	16395026;3839866	SUPERNATURAL:(SN0123859);COCONUT:(CNP0360238);PUBCHEM:(16395026 3839866)	3153922	475.208	132	567750660599521685	567749488580943934	5344
1	1	0.785205959643467	0.785205959643467	-253.2124337959016	nul	71.797	C26H40N4O5	[M + H]+	C26H41N4O5+	IKCAQLPNEXUELH	InChI=1S/C26H40N4O5/c1-5-17(4)22(26(34)35)30-25(33)20(14-16(2)3)28-24(32)21(15-18-10-7-6-8-11-18)29-23(31)19-12-9-13-27-19/h6-8,10-11,16-17,19-22,27H,5,9,12-15H2,1-4H3,(H,28,32)(H,29,31)(H,30,33)(H,34,35)	H-Pro-Phe-Leu-Ile-OH	CCC(C)C(C(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2CCCN2	3.048	163409981;163409982;20014831	PUBCHEMANNOTATIONBIO;PUBCHEM:(163409981 163409982 20014831)	16777218	489.307	132	567750680820261625	567749488597721154	5347
1	1	0.1430014279738222	0.1430014279738222	-147.5474523135097	nul	46.774	C17H34N2O3	[M + H]+	C17H35N2O3+	STQPGSZBSMSLKT	InChI=1S/C17H34N2O3/c1-12(2)9-16(5,6)18-14(20)11-22-15(21)19-17(7,8)10-13(3)4/h12-13H,9-11H2,1-8H3,(H,18,20)(H,19,21)	[2-(2,4-dimethylpentan-2-ylamino)-2-oxoethyl] N-(2,4-dimethylpentan-2-yl)carbamate	CC(C)CC(C)(C)NC(=O)COC(=O)NC(C)(C)CC(C)C	3.900	122683199	PUBCHEM:(122683199)	2	315.264	132	567750670821040744	567749488614498374	5350
1	1	0.824925375857807	0.824925375857807	-195.2391960528746	nul	15.542	C14H26N2O4	[M + Na]+	C14H26N2NaO4+	SQGBTKIDTKOYMS	InChI=1S/C14H26N2O4/c1-8(2)6-11(15-10(5)17)13(18)16-12(14(19)20)7-9(3)4/h8-9,11-12H,6-7H2,1-5H3,(H,15,17)(H,16,18)(H,19,20)	2-(2-acetamido-4-methylpentanamido)-4-methylpentanoic acid	CC(C)CC(C(=O)NC(CC(C)C)C(=O)O)NC(=O)C	1.456	10968127;443129;73900914;44384550	SUPERNATURAL:(SN0352456);COCONUT:(CNP0141641);KEGG:(C11333);PUBCHEM:(10968127 443129 73900914 44384550);CHEBI:(7193);PUBMED	3146082	309.179	133	567750697991742533	567749488635469898	5351
1	1	0.3452589435757077	0.3452589435757077	-152.00341082205372	nul	71.803	C16H19NO3	[M + H]+	C16H20NO3+	IERUWYXIPVVHDK	InChI=1S/C16H19NO3/c1-16(2,19)10-9-12-14(20-4)11-7-5-6-8-13(11)17(3)15(12)18/h5-10,19H,1-4H3	Glycocitlone A	CC(C)(C=CC1=C(C2=CC=CC=C2N(C1=O)C)OC)O	1.600	85196421;10588321	SUPERNATURAL:(SN0143654);COCONUT:(CNP0255921);PUBCHEM:(85196421 10588321);LOTUS:(Q105111955 Q105111953);KNAPSACK:(IERUWYXIPVVHDK-UHFFFAOYSA-N)	271581202	274.144	132	567750676613374656	567749488656441422	5352
1	1	0.9860979146685885	0.9860979146685885	-81.48956016343641	nul	33.107	C14H26N2O4	[M + H]+	C14H27N2O4+	SQGBTKIDTKOYMS	InChI=1S/C14H26N2O4/c1-8(2)6-11(15-10(5)17)13(18)16-12(14(19)20)7-9(3)4/h8-9,11-12H,6-7H2,1-5H3,(H,15,17)(H,16,18)(H,19,20)	2-(2-acetamido-4-methylpentanamido)-4-methylpentanoic acid	CC(C)CC(C(=O)NC(CC(C)C)C(=O)O)NC(=O)C	1.456	10968127;443129;73900914;44384550	SUPERNATURAL:(SN0352456);COCONUT:(CNP0141641);KEGG:(C11333);PUBCHEM:(10968127 443129 73900914 44384550);CHEBI:(7193);PUBMED	3146082	287.197	133	567750632170528837	567749488673218642	5354
1	1	0.2839663076639944	0.2839663076639944	-231.64254622753808	nul	55.858	C11H16N2O3	[M + H]+	C11H17N2O3+	ZFCNMTCSUJGMSP	InChI=1S/C11H16N2O3/c1-7(2)6-8(10(12)14)13-11(15)9-4-3-5-16-9/h3-5,7-8H,6H2,1-2H3,(H2,12,14)(H,13,15)	N-[(2S)-1-amino-4-methyl-1-oxopentan-2-yl]furan-2-carboxamide	CC(C)CC(C(=O)N)NC(=O)C1=CC=CO1	1.300	449439	PUBCHEMANNOTATIONBIO;PUBCHEM:(449439)	16777218	225.123	133	567750645109956784	567749488689995862	5360
1	1	0.13969639722058574	0.13969639722058574	-927.1860299978555	nul	29.118	C44H59N5O6	[M + H]+	C44H60N5O6+	VXCLCFNUDTXLDD	InChI=1S/C44H59N5O6/c1-9-15-32-18-20-33(21-19-32)29-44(54,41(52)46-37(31(3)4)39(50)45-27-10-2)26-14-28-49(48-40(51)38(43(5,6)7)47-42(53)55-8)30-34-22-24-36(25-23-34)35-16-12-11-13-17-35/h9-13,16-25,31,37-38,54H,1-2,14-15,26-30H2,3-8H3,(H,45,50)(H,46,52)(H,47,53)(H,48,51)	methyl N-[1-[2-[4-hydroxy-5-[[3-methyl-1-oxo-1-(prop-2-enylamino)butan-2-yl]amino]-5-oxo-4-[(4-prop-2-enylphenyl)methyl]pentyl]-2-[(4-phenylphenyl)methyl]hydrazinyl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate	CC(C)C(C(=O)NCC=C)NC(=O)C(CCCN(CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)C(C(C)(C)C)NC(=O)OC)(CC3=CC=C(C=C3)CC=C)O	8.000	137349721;139033485	PUBCHEMANNOTATIONBIO;PUBCHEM:(137349721 139033485)	16777218	754.450	133	567750671257248371	567749488715161690	5364
1	1	0.057651444113238415	0.057651444113238415	-142.85356275451588	nul	62.706	C12H17NO2	[M + H]+	C12H18NO2+	KXWBJMRKTBNVNY	InChI=1S/C12H17NO2/c1-9(2)7-10-3-5-11(6-4-10)8-12(14)13-15/h3-6,9,15H,7-8H2,1-2H3,(H,13,14)	ACETOHYDROXAMIC ACID, 2-(p-ISOBUTYLPHENYL)-	CC(C)CC1=CC=C(C=C1)CC(=O)NO	2.200	18772	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(18772);DSSTox:(DTXSID30187116)	137506062338	208.133	133	567750646456328380	567749488731938910	5365
1	1	0.7424959670611667	0.7424959670611667	-252.57710647476895	nul	85.029	C16H21NO3	[M + H]+	C16H22NO3+	GASLQKLINLFAPU	InChI=1S/C16H21NO3/c1-10(2)13(18)8-11-9-17(3)15-12(16(11)19)6-5-7-14(15)20-4/h5-7,9-10,13,18H,8H2,1-4H3	3-(2-hydroxy-3-methylbutyl)-8-methoxy-1-methyl-1,4-dihydroquinolin-4-one	CC(C)C(CC1=CN(C2=C(C1=O)C=CC=C2OC)C)O	2.700	163020076;163020077	SUPERNATURAL:(SN0100649);COCONUT:(CNP0296393);PUBCHEM:(163020076 163020077)	3145730	276.159	133	567750641955840165	567749488757104738	5366
1	1	0.8656243980189808	0.8656243980189808	-354.22739033716766	nul	66.555	C43H66N8O10	[M + H]+	C43H67N8O10+	ZTJKMFUEBOPJRA	InChI=1S/C43H66N8O10/c1-23(2)33(46-37(54)30-17-12-20-50(30)41(58)32(44)26(7)52)38(55)47-34(24(3)4)39(56)48-35(25(5)6)42(59)51-21-13-18-31(51)40(57)49-19-11-16-29(49)36(53)45-28(43(60)61)22-27-14-9-8-10-15-27/h8-10,14-15,23-26,28-35,52H,11-13,16-22,44H2,1-7H3,(H,45,53)(H,46,54)(H,47,55)(H,48,56)(H,60,61)	H-Thr-Pro-Val-Val-Val-Pro-Pro-Phe-OH	CC(C)C(C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(CC3=CC=CC=C3)C(=O)O)NC(=O)C4CCCN4C(=O)C(C(C)O)N	0.000	53475880	PUBCHEM:(53475880)	2	855.498	133	567750665691406817	567749488773881958	5369
1	2	0.5537626414050479	0.5537626414050479	-62.72942389274124	nul	45.028	C13H10N2O	[M + H]+	C13H11N2O+	YNCMLFHHXWETLD	InChI=1S/C13H10N2O/c1-15-10-6-3-2-5-9(10)14-13-11(15)7-4-8-12(13)16/h2-8H,1H3	Pyocyanin	CN1C2=CC=CC=C2N=C3C1=CC=CC3=O	2.000	135495419;6817	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0256934);MiMeDB:(MMDBc0001315);BloodExposome:(6817);PUBCHEMANNOTATIONSAFETYANDTOXIC;SUPERNATURAL:(SN0454929);MESH:(6817);PUBCHEM:(135495419 6817);TRAIN;COCONUT:(CNP0170305);METACYC:(CPD-12847);CHEBI:(62220);PLANTCYC:(CPD-12847);KEGG:(C01748);LOTUS:(Q410503);DSSTox:(DTXSID30393391 DTXSID9041108);PUBCHEMANNOTATIONDRUG;PUBMED	138906069358	211.087	133	567750639049187472	567749488794853482	5377
1	1	0.2573622248251293	0.2573622248251293	-336.9787571421897	nul	28.730	C22H22N2O5	[M + H]+	C22H23N2O5+	JAJXJYNSPPTWNC	InChI=1S/C22H22N2O5/c1-2-9-18(21(26)27)23-20(25)19(14-16-10-5-3-6-11-16)24-22(28)29-15-17-12-7-4-8-13-17/h1,3-8,10-13,18-19H,9,14-15H2,(H,23,25)(H,24,28)(H,26,27)	(2R)-2-[[(2R)-3-phenyl-2-(phenylmethoxycarbonylamino)propanoyl]amino]pent-4-ynoic acid	C#CCC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)OCC2=CC=CC=C2	3.146	73905974;73916715;73920044;73920774	PUBCHEM:(73905974 73916715 73920044 73920774)	2	395.160	134	567750647798505683	567749488815825006	5385
1	1	0.8664192321001555	0.9505841302294766	-27.140162185663673	nul	77.309	C12H22N2O2	[M + H]+	C12H23N2O2+	XWYXUMDVQIOAPR	InChI=1S/C12H22N2O2/c1-7(2)5-9-11(15)14-10(6-8(3)4)12(16)13-9/h7-10H,5-6H2,1-4H3,(H,13,16)(H,14,15)	3,6-bis(2-methylpropyl)piperazine-2,5-dione	CC(C)CC1C(=O)NC(C(=O)N1)CC(C)C	2.100	23278156;137006;192731;12206395	PUBCHEMANNOTATIONBIO;SUPERNATURAL:(SN0442317);MESH:(192731);PUBCHEM:(23278156 137006 192731 12206395);TRAIN;COCONUT:(CNP0165802);METACYC:(CPD-15210);CHEBI:(67269);KEGG:(C20514);LOTUS:(Q27135732);DSSTox:(DTXSID30241782 DTXSID60931962);PUBCHEMANNOTATIONDRUG;PUBMED	137760893286	227.175	134	567750648687698153	567749488849379446	5388
