feature_id	feature_mz	feature_rt	feature_spectrum_entropy	feature_pred_tax_cla_01kin_val	feature_pred_tax_cla_01kin_score	feature_pred_tax_cla_02sup_val	feature_pred_tax_cla_02sup_score	feature_pred_tax_cla_03cla_val	feature_pred_tax_cla_03cla_score	feature_pred_tax_cla_04dirpar_val	feature_pred_tax_cla_04dirpar_score	feature_pred_tax_npc_01pat_val	feature_pred_tax_npc_01pat_score	feature_pred_tax_npc_02sup_val	feature_pred_tax_npc_02sup_score	feature_pred_tax_npc_03cla_val	feature_pred_tax_npc_03cla_score	component_id	candidate_spectrum_entropy	candidate_structure_molecular_formula	candidate_count_sirius_peaks_explained	candidate_score_sirius_intensity	candidate_score_sirius_isotope	candidate_score_sirius_sirius	candidate_score_sirius_tree	candidate_score_sirius_confidence	candidate_score_sirius_csi	candidate_library	candidate_count_similarity_peaks_matched	candidate_score_similarity	candidate_structure_name	candidate_structure_exact_mass	candidate_structure_xlogp	candidate_structure_inchikey_no_stereo	candidate_structure_smiles_no_stereo	candidate_structure_tax_cla_chemontid	candidate_structure_tax_cla_01kin	candidate_structure_tax_cla_02sup	candidate_structure_tax_cla_03cla	candidate_structure_tax_cla_04dirpar	candidate_structure_tax_npc_01pat	candidate_structure_tax_npc_02sup	candidate_structure_tax_npc_03cla	candidate_structure_organism_occurrence_closest	candidate_structure_organism_occurrence_reference	candidate_structure_error_mz	candidate_structure_error_rt	rank_initial	rank_final	score_initial	score_biological	score_chemical	score_final
6960	497.3475248263299	5.4860535		dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	69		C28H50O8								[1M+(H)1]1+ - H2O (water)			(3S,4R,6S,7R,8S,10S,13R,15R,16R,17R)-17-[(2R,5R,6S)-7-hydroxy-5,6-dimethylheptan-2-yl]-10,13-dimethyl-1,2,3,4,5,6,7,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthrene-3,4,6,7,8,15,16-heptol	514.35057	0.6559	GJOUWOMDHOZLGS	CC(CO)C(C)CCC(C)C1C(O)C(O)C2C1(C)CCC1C3(C)CCC(O)C(O)C3C(O)C(O)C12O	0002194	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Hydroxy bile acids, alcohols and derivatives	Terpenoids	Steroids	Cholestane steroids			-0.00023482632991545		1	1	0	0	0	0
6961	679.4267900721077	5.485008				Lipids and lipid-like molecules	0.9619290232658386	Fatty Acyls	0.9459888339042664	Alkyl glycosides	0.7648215889930725	Fatty acids	0.9787624478340149	Fatty acyl glycosides	0.9384440779685974	Rhamnolipids	0.25705021619796753	69	4.87950049562779	C41H58O8								ISDB	25	0.0998004674911499		678.41317	7.2437	XGLIURBOWDJOHJ	COC(=O)C12CCC(C)C(C)(O)C1C1=CCC3C4(C)CCC(O)C(C)(C)C4CCC3(C)C1(COC(=O)C=Cc1ccc(O)c(OC)c1)CC2	0001553	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Terpenoids	Triterpenoids	Ursane and Taraxastane triterpenoids			-0.00635518399985813		2	1	0.0998004674911499	0	0.75	0.157891447121675
6964	404.3371350721984	5.4838133				Organic acids and derivatives	0.9999796152114868	Hydroxy acids and derivatives	0.8676325082778931	Beta hydroxy acids and derivatives	0.8239254355430603	Fatty acids	0.9996975660324097	Fatty esters	0.8624737858772278	Fatty acid estolides	0.9964553117752075	69		C22H42O5	43	0.9893548764143196	0.0	196.38106411733165	196.38106411733165	0.272879417439027	-35.3663838780592	SIRIUS			3-(3-Hydroxyoctanoyloxy)tetradecanoic acid	404.33705	6.9	FKGOVWARNGYUCQ	CCCCCCCCCCCC(CC(=O)O)OC(=O)CC(CCCCC)O											0.00024000790944001		1	1	0.282754381518882	0	0	0.0942514605062941
6967	1374.8733193946046	5.486609		dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0																																				
6974	376.3054037971742	5.5018716		dummy	0.0488167109989977	dummy	0.0488167109989977	dummy	0.0488167109989977	dummy	0.0488167109989977	dummy	0.0488167109989977	dummy	0.0488167109989977	dummy	0.0488167109989977																																				
6975	1219.7541260825312	5.4959607		dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	149	4.82538651573031	C56H98N16O14								ISDB	6	0		1218.74484		VXKUKGSGMZZTDI	CCC(C)CCC(O)CC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O											-0.00198218400032602		1	1	0	0	0	0
6976	1214.7985629491109	5.4959307		dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	149	||	C60H109N11O13|C60H109N11O13|C60H109N11O13	||	||	||	||	||	||	||	[1M+(Na)1]1+|[1M+(Na)1]1+|[1M+(Na)1]1+	||	||	||	1191.82063|1191.82063|1191.82063	2.1535|2.1535|2.011	LNPYSVINIVXZLZ|PQSSMDXDNWMTHK|GESYEYKYAQIGPG	CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CN(C)CCO)C(C)C|CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C)C(=O)NC(C)CN(C)CCO)C(C)CC|CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C)C(=O)NC(C)(C)C(=O)NCC(C)C(=O)NC(C)CN(C)CCO)C(C)C	0004831|0004831|0002010	Organic compounds|Organic compounds|Organic compounds	Organic acids and derivatives|Organic acids and derivatives|Organic acids and derivatives	Carboxylic acids and derivatives|Carboxylic acids and derivatives|Peptidomimetics	Oligopeptides|Oligopeptides|Hybrid peptides	Amino acids and Peptides||Amino acids and Peptides	Oligopeptides||Oligopeptides	Peptaibols||Peptaibols	||	||	0.0112870508892229|0.0112870508892229|0.0112870508892229	||	1|1|1	1|1|1	0|0|0	0|0|0	0|0|0	0|0|0
6977	536.379919194586	5.4969335				Lipids and lipid-like molecules	0.9903229475021362	Fatty Acyls	0.9883047342300415	Fatty acyl glycosides of mono- and disaccharides	0.5470795631408691	Fatty acids	0.9974581599235535	Fatty acyl glycosides	0.99605393409729	Rhamnolipids	0.5477022528648376	69	3.50041218463775	C27H54NO7P								ISDB	17	0.0991072356700897	[3-[10-(2-Hexylcyclopropyl)decanoyloxy]-2-hydroxypropyl] 2-(trimethylazaniumyl)ethyl phosphate	535.36379	5.2157	JMNXFZCXVGEDAC	CCCCCCC1CC1CCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C	0001638	Organic compounds	Lipids and lipid-like molecules	Glycerophospholipids	1-acyl-sn-glycero-3-phosphocholines	Fatty acids	Glycerophospholipids	Glycerophosphocholines			-0.00883430200008206		1	1	0.0991072356700897	0	0.75	0.157660369847988
6979	373.29472276290727	5.481047				Lipids and lipid-like molecules	0.9965001344680786	Fatty Acyls	0.9955344200134277	Fatty acid esters	0.9695292115211487	Fatty acids	0.9991912245750427	Fatty esters	0.6436985731124878	Fatty acid estolides	0.9327166080474854	69	3.92896656953234	C28H36								ISDB	21	0.203836053609848		372.2817	7.98842	FPQQKAKTGXPOSV	Cc1cccc2ccc3c(c12)CCC1(C)C3=CCC1C(C)C=CC(C)C(C)C	0003566	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Cholestane steroids	Terpenoids	Steroids	Ergostane steroids			-0.00572284800000489		8	1	0.203836053609848	0	0.75	0.192569975827907
6983	1059.680518957074	5.5002584		dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0																																				
6986	541.3350815714296	5.4806094				Lipids and lipid-like molecules	0.934395968914032	Fatty Acyls	0.8147030472755432	Alkyl glycosides	0.5301330089569092	Fatty acids	0.5812840461730957	Fatty acyl glycosides	0.3702293634414673	Farnesane sesquiterpenoids	0.08275674283504486	69		C28H50O11								[1M+(Na)1]1+ - CO2			[6-(5-Acetyloxy-2-dodecoxy-4-hydroxy-6-methyloxan-3-yl)oxy-4,5-dihydroxy-2-methyloxan-3-yl] acetate	562.33531	2.7448	YNGGMGPHBOOLBS	CCCCCCCCCCCCOC1OC(C)C(OC(C)=O)C(O)C1OC1OC(C)C(OC(C)=O)C(O)C1O	0003861	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty acyl glycosides of mono- and disaccharides	Fatty acids	Fatty acyl glycosides	Ascarosides			-0.000381571429556971		6	1	0	0	1	0.166166166166166
6994	519.352910680978	5.5023184		Organic compounds	0.356801112266291	Lipids and lipid-like molecules	0.356801112266291	Fatty Acyls	0.118933704088764	3-(3-hydroxyalkanoyloxy)alkanoic acids	0.118933704088764	Fatty acids	0.237867408177527	Fatty Acids and Conjugates	0.118933704088764	Hydroxy fatty acids	0.118933704088764	69	||||||||||||||	C40H56O8|C40H56O8|C40H56O8|C40H56O8|C40H56O8|C40H56O8|C39H54O8|C39H54O8|C39H54O8|C39H54O8|C39H54O8|C39H54O8|C39H54O8|C39H54O8|C39H54O8	||||||||||||||	||||||||||||||	||||||||||||||	||||||||||||||	||||||||||||||	||||||||||||||	||||||||||||||	[1M+(H)1]1+ - C6H10O4 (methylpentose/desoxyhexose-H2O)|[1M+(H)1]1+ - C6H10O4 (methylpentose/desoxyhexose-H2O)|[1M+(H)1]1+ - C6H10O4 (methylpentose/desoxyhexose-H2O)|[1M+(H)1]1+ - C6H10O4 (methylpentose/desoxyhexose-H2O)|[1M+(H)1]1+ - C6H10O4 (methylpentose/desoxyhexose-H2O)|[1M+(H)1]1+ - C6H10O4 (methylpentose/desoxyhexose-H2O)|[1M+(H)1]1+ - C5H8O4 (pentose-H2O)|[1M+(H)1]1+ - C5H8O4 (pentose-H2O)|[1M+(H)1]1+ - C5H8O4 (pentose-H2O)|[1M+(H)1]1+ - C5H8O4 (pentose-H2O)|[1M+(H)1]1+ - C5H8O4 (pentose-H2O)|[1M+(H)1]1+ - C5H8O4 (pentose-H2O)|[1M+(H)1]1+ - C5H8O4 (pentose-H2O)|[1M+(H)1]1+ - C5H8O4 (pentose-H2O)|[1M+(H)1]1+ - C5H8O4 (pentose-H2O)	||||||||||||||	||||||||||||||	|||1,11-dihydroxy-10-[(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxy-1,2,6a,6b,9,9,12a-heptamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid||||||23-trans-p-Coumaroyloxytormentic acid|3-trans-Caffeoyltormentic acid||||	664.39752|664.39752|664.39752|664.39752|664.39752|664.39752|650.38187|650.38187|650.38187|650.38187|650.38187|650.38187|650.38187|650.38187|650.38187	5.3679|7.0112|7.0112|7.1537|7.1553|7.1553|7.7343|5.2042|7.6774|6.1175|6.8507|6.8523|6.7082|6.7082|5.975	WQHWOZANSOUSAY|YFHPZWBRSMIKOC|KNZARRJVCXLNEL|ZLJNDEAZTHKUBC|BNUMRHGTAGOIBU|RXILTIDHPKEKSO|CUGYULTVVPEDBO|MRWGLEJAOZFVHP|DZMQWNKUIRPRBY|SWEBUECVVVXRRV|MFPIVTNHMCQSEM|NOEXKVSVSSTBCZ|XKJHRTCECPCUQH|QZOGSTKZFJGQKC|UDVALQAMVNUBLE	C=C1CCC2C(C)(CO)C(O)CCC2(C)C1C=CC1=CC(C(CC2C(=C)CCC3C(C)(CO)C(O)CCC23C)C2=CCOC2=O)OC1=O|COc1cc(C=CC(=O)OCC2(C)C(O)C(O)CC3(C)C2CCC2(C)C3CC=C3C4C(C)C(C)CCC4(C(=O)O)CCC32C)ccc1O|COc1cc(C=CC(=O)OC2C(O)CC3(C)C(CCC4(C)C3CC=C3C5C(C)C(C)CCC5(C(=O)O)CCC34C)C2(C)CO)ccc1O|COc1cc(C=CC(=O)OC2C(O)CC3(C)C(CCC4(C)C3CC=C3C5C(C(=O)O)(CCC(C)C5(C)O)CCC34C)C2(C)C)ccc1O|COc1ccc(C=CC(=O)OCC2(C)C(O)CCC3(C)C2CCC2(C)C3CC=C3C4C(C(=O)O)(CCC(C)C4(C)O)CCC32C)cc1O|COc1cc(C=CC(=O)OC2C(O)CC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)O)CCC34C)C2(C)CO)ccc1O|C=C(C)C(CC=C(C)C)CC12CC(CC(O)C(C)(C)OC)C(C)(C)C(CC=C(C)C)(C(=O)C(C(=O)c3ccc(O)c(O)c3)=C1O)C2=O|CC12CCC3C(C)(CO)C(O)CCC3(C)C1CCC1C(=CC(=O)C3C1(C)CC(O)C(O)C3(C)COC(=O)C=Cc1ccc(O)cc1)C2|C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)C(C(=O)OC)C(OC(=O)c6ccc(O)c(OC)c6)C(C)(C)C5CCC43C)C12|CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(COC(=O)C=Cc6ccc(O)cc6)C5CCC43C)C2C1(C)O|CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC(=O)C=Cc6ccc(O)c(O)c6)C(C)(C)C5CCC43C)C2C1(C)O|CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC(=O)C=Cc6ccc(O)c(O)c6)C(C)(CO)C5CCC43C)C2C1|C=C(C)C1CCC2(C(=O)O)CCC3(CO)C(CCC4C5(C)CC(OC(=O)C=Cc6ccc(O)c(O)c6)C(O)C(C)(C)C5CCC43C)C12|C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CC(O)C(O)C(C)(COC(=O)C=Cc6ccc(O)c(O)c6)C5CCC43C)C12|CC1C(CO)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(COC(=O)C=Cc6ccc(O)cc6)C5C(O)CC43C)C12	0001538|0001553|0001553|0001553|0001553|0001553|0001564|0001553|0001553|0001553|0001553|0001553|0001553|0001553|0001553	Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds|Organic compounds	Lipids and lipid-like molecules|Lipids and lipid-like molecules|Lipids and lipid-like molecules|Lipids and lipid-like molecules|Lipids and lipid-like molecules|Lipids and lipid-like molecules|Lipids and lipid-like molecules|Lipids and lipid-like molecules|Lipids and lipid-like molecules|Lipids and lipid-like molecules|Lipids and lipid-like molecules|Lipids and lipid-like molecules|Lipids and lipid-like molecules|Lipids and lipid-like molecules|Lipids and lipid-like molecules	Prenol lipids|Prenol lipids|Prenol lipids|Prenol lipids|Prenol lipids|Prenol lipids|Prenol lipids|Prenol lipids|Prenol lipids|Prenol lipids|Prenol lipids|Prenol lipids|Prenol lipids|Prenol lipids|Prenol lipids	Diterpene lactones|Triterpenoids|Triterpenoids|Triterpenoids|Triterpenoids|Triterpenoids|Bicyclic monoterpenoids|Triterpenoids|Triterpenoids|Triterpenoids|Triterpenoids|Triterpenoids|Triterpenoids|Triterpenoids|Triterpenoids	Terpenoids|Terpenoids|Terpenoids|Terpenoids|Terpenoids|Terpenoids|Polyketides $ Terpenoids|Terpenoids|Terpenoids|Terpenoids|Terpenoids|Terpenoids|Terpenoids|Terpenoids|Terpenoids	Diterpenoids|Triterpenoids|Triterpenoids|Triterpenoids|Triterpenoids|Triterpenoids|Meroterpenoids|Triterpenoids|Triterpenoids|Triterpenoids|Triterpenoids|Triterpenoids|Triterpenoids|Triterpenoids|Triterpenoids	Labdane diterpenoids|Ursane and Taraxastane triterpenoids|Ursane and Taraxastane triterpenoids|Ursane and Taraxastane triterpenoids|Ursane and Taraxastane triterpenoids|Oleanane triterpenoids|Polyprenylated cyclic polyketides (Hop meroterpenoids)|Serratane triterpenoids|Abeolupane triterpenoids $ Lupane triterpenoids|Ursane and Taraxastane triterpenoids|Ursane and Taraxastane triterpenoids|Oleanane triterpenoids|Lupane triterpenoids|Lupane triterpenoids|Ursane and Taraxastane triterpenoids	||||||||||||||	||||||||||||||	-0.00602068097794017|-0.00602068097794017|-0.00602068097794017|-0.00602068097794017|-0.00602068097794017|-0.00602068097794017|-0.00602068097805386|-0.00602068097805386|-0.00602068097805386|-0.00602068097805386|-0.00602068097805386|-0.00602068097805386|-0.00602068097805386|-0.00602068097805386|-0.00602068097805386	||||||||||||||	1|1|1|1|1|1|1|1|1|1|1|1|1|1|1	1|1|1|1|1|1|1|1|1|1|1|1|1|1|1	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0	0.75|0.75|0.75|0.75|0.75|0.75|0.75|0.75|0.75|0.75|0.75|0.75|0.75|0.75|0.75	0.124624624624625|0.124624624624625|0.124624624624625|0.124624624624625|0.124624624624625|0.124624624624625|0.124624624624625|0.124624624624625|0.124624624624625|0.124624624624625|0.124624624624625|0.124624624624625|0.124624624624625|0.124624624624625|0.124624624624625
6996	359.27931406180153	5.506798		dummy	0.284667800168316	dummy	0.284667800168316	dummy	0.284667800168316	dummy	0.284667800168316	dummy	0.284667800168316	dummy	0.284667800168316	dummy	0.284667800168316	69		C20H40O6								[1M+(H)1]1+ - H2O (water)			3,6,8,11-Tetrahydroxy-16,17-dimethyloctadecanoic acid	376.28249	2.7077	UTDBTRDONDSBIO	CC(C)C(C)CCCCC(O)CCC(O)CC(O)CCC(O)CC(=O)O	0002949	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Long-chain fatty acids	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids			-0.000104061801607713		1	1	0	0	0	0
6997	381.2611156434384	5.503924		Organic compounds	0	Lipids and lipid-like molecules	0	Fatty Acyls	0	Long-chain fatty alcohols	0	Polyketides	0	Miscellaneous polyketides	0	Miscellaneous polyketides	0	69		C23H29N3O								[1M+(H)4(N)1]1+			(5Z)-4-methoxy-18-methyl-22,23,24-triazatetracyclo[17.2.1.12,5.17,10]tetracosa-1(21),2(24),3,5,7,9,19-heptaene	363.23106	5.7171	OSVAYRLEBVNTTC	COC1=CC2=NC1=Cc1ccc([nH]1)CCCCCCCC(C)c1ccc2[nH]1	0002028	Organic compounds	Organoheterocyclic compounds	Pyrroles	Dipyrrins	Alkaloids	Proline alkaloids	Prodigiosins			0.00377435656156422		1	1	0	0	0.25	0.0415415415415415
7004	548.3799538901286	5.531803				Lipids and lipid-like molecules	0.9875005483627319	Fatty Acyls	0.9873894453048706	Fatty acid esters	0.914738118648529	Fatty acids	0.9951751232147217	Fatty acyl glycosides	0.9568390846252441	Wax monoesters	0.5371879935264587	69	3.60559878983883	C28H54NO7P								ISDB	14	0.155026316642761		547.36379		YYQVCMMXPIJVHY	CCCCCC=CCC=CCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C											-0.00893430200005696		1	1	0.155026316642761	0	0	0.0516754388809203
7015	1105.6642498159333	5.536695		dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0																																				
7016	569.3067460840872	5.532688		dummy	0.621022851849232	dummy	0.621022851849232	dummy	0.621022851849232	dummy	0.621022851849232	Fatty acids	0.414015234566155	Fatty acyl glycosides	0.414015234566155	Rhamnolipids	0.414015234566155	69	|	C33H44O8|C27H42N6O6	|	|	|	|	|	|	|	[1M+(H)1]1+|[1M+(Na)1]1+	|	|	Helvolic acid|7,14,21-Trimethyl-4,11,18-tri(propan-2-yl)-6,13,20-trioxa-3,10,17,22,23,24-hexazatetracyclo[17.2.1.15,8.112,15]tetracosa-5(24),12(23),19(22)-triene-2,9,16-trione	568.30362|546.31658	5.4001|0.9798	MDFZYGLOIJNNRM|MIDTUAMKJJDHAR	CC(=O)OC1CC2(C)C(CCC3C4(C)C=CC(=O)C(C)C4C(OC(C)=O)C(=O)C32C)C1=C(CCC=C(C)C)C(=O)O|CC(C)C1NC(=O)C2N=C(OC2C)C(C(C)C)NC(=O)C2N=C(OC2C)C(C(C)C)NC(=O)C2N=C1OC2C	0001691|0001995	Organic compounds|Organic compounds	Lipids and lipid-like molecules|Organic acids and derivatives	Steroids and steroid derivatives|Carboxylic acids and derivatives	Steroid esters|Cyclic peptides	Terpenoids|Amino acids and Peptides	Triterpenoids|Oligopeptides	Dammarane and Protostane triterpenoids $ Fusidane triterpenoids|Cyclic peptides	Bacteria|Bacteria	|	0.00415391591275238|-0.000946084087217969	|	1|1	1|1	0|0	0.1|0.1	0|0	0.05005005005005|0.05005005005005
7017	551.3887446920716	5.5323067				Organic acids and derivatives	0.9886460304260254	Carboxylic acids and derivatives	0.9743425250053406	Alpha amino acids and derivatives	0.6156529188156128	Fatty acids	0.937804102897644	Fatty amides	0.1518009454011917	N-acyl amines	0.09050264954566956	69	4.86453913319646	C32H54O7								ISDB	12	0.128880351781845		550.38695	4.8424	BSBFCBHGWBTHOG	CC=C(C)CC(C)C(O)C(C)C1OC2(CC(OC)C1C)OC(C(C)C(O)C(C)C=CC=CC=O)C(C)CC2O	0001334	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty alcohols	Polyketides	Linear polyketides	Open-chain polyketides	Proteobacteria		0.00553006799998457		1	1	0.128880351781845	0.3	0	0.193110267410765
7018	553.3351355860211	5.5315943				Lipids and lipid-like molecules	0.9477455615997314	Fatty Acyls	0.8612273931503296	Alkyl glycosides	0.5751519203186035	Fatty acids	0.6568824052810669	Fatty acyl glycosides	0.5514283180236816	Wax monoesters	0.07982049882411957	69		C28H50O9	8	0.9914879809894501	6.536474193155688	34.98885316837841	28.452378975222725	0.1839394486681761	-271.80516830799064	SIRIUS				530.34548	4.2529	XJGPJMVYQFDHEG	CCCCC=CCCCC(CC(=O)OC(CCCCCCC)CC(=O)O)OC1OC(C)C(O)C(O)C1O						Fatty acids	Fatty acyl glycosides	Rhamnolipids	Pseudomonas		0.000126119909509725		2	1	0.0367910590598803	0.8	1	0.57883025291986
7019	402.3214777142007	5.5330796				Lipids and lipid-like molecules	0.9822776317596436	Fatty Acyls	0.9761512875556946	Fatty acid esters	0.8383227586746216	Fatty acids	0.9987579584121704	Fatty esters	0.8224276304244995	Fatty acid estolides	0.40312597155570984	69		C22H40O5	15	0.9535921686669682	2.15236474385068	78.78129803913426	76.62893329528357	0.09012014007551403	-262.5476019319914	SIRIUS			2-(1,4-dihydroxybutyl)-7-(6-hydroxy-4-pentylcyclohex-2-en-1-yl)heptanoic acid	402.3214	4.7	ADSNWNLTMACUJU	CCCCCC1CC(C(C=C1)CCCCCC(C(CCCO)O)C(=O)O)O											4.00719094386659e-05		1	1	0.0380883311308642	0	0	0.0126961103769547
7020	385.29372725228745	5.50896				Lipids and lipid-like molecules	0.9914171099662781	Glycerolipids	0.6601080298423767	Monoacylglycerols	0.6212196946144104	Fatty acids	0.9978044629096985	Glycerolipids	0.7767924666404724	Monoacylglycerols	0.7486424446105957	69	4.50157637901385	C22H40O5	37	0.9926509723228865	3.616794898566659	182.29958271444383	178.68278781587716			ISDB	23	0.203002318739891		384.28757	3.4352	BTMDADVQIZFEFX	CC(=O)OCC(O)C(C)(O)CCC1C(C)(O)CCC2C(C)(C)CCCC21C	0001551	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Terpenoids	Diterpenoids	Labdane diterpenoids			0.00115038000001277		1	1	0.203002318739891	0	0.75	0.192292064204588
7021	1083.6808230495194	5.5350676		dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	dummy	0	146	3.49619316912699||	C60H90N8O10|C52H97N3O15P2|C52H97N3O15P2	||	||	||	||	||	||	||	ISDB|[1M+(H)4(N)1]1+|[1M+(H)4(N)1]1+	1||	0||	||	1082.67799|1065.63949|1065.63949	|12.2337|12.2337	GDAPDECASVYHJX|MHWOCNGIIMJEIX|XXGXMCIENMFQDE	C=C(C)C1C(=O)OC(C(C)CC)C(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccccc2)C(=O)N(C)C(Cc2ccccc2)C(=O)N2CCCC2C(=O)NC(C(C)CC)C(=O)N(C)C(C(C)C)C(=O)NC(CC(C)C)C(=O)N1C|CCCCCCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O|CCCCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCCCCCCCCCCCCC	|0001256|0001256	|Organic compounds|Organic compounds	|Lipids and lipid-like molecules|Lipids and lipid-like molecules	|Glycerophospholipids|Glycerophospholipids	|CDP-diacylglycerols|CDP-diacylglycerols	|Fatty acids|Fatty acids	|Glycerophospholipids|Glycerophospholipids	|CDP-Glycerols|CDP-Glycerols	||	||	0.004467079999813|-0.00750304951930048|-0.00750304951930048	||	1|1|1	1|1|1	0|0|0	0|0|0	0|0|0	0|0|0
7023	531.3533229937701	5.5342493				Lipids and lipid-like molecules	0.9809040427207947	Fatty Acyls	0.978644609451294	Fatty acid esters	0.8854395151138306	Fatty acids	0.994168758392334	Fatty acyl glycosides	0.8598678708076477	Ascarosides	0.2866663634777069	69	4.69916753289387	C28H50O9	36	0.9562639489023794	3.0445560329666623	164.96767501909875	161.9231189861321			ISDB	32	0.352288395166397		530.34548	4.2529	DCIJAGJQBHKBNH	CCCCCCC=CCC(CC(=O)OC(CCCCCCC)CC(=O)O)OC1OC(C)C(O)C(O)C1O						Fatty acids	Fatty acyl glycosides	Rhamnolipids	Pseudomonas		-0.000540820000082931		1	1	0.352288395166397	0.8	1	0.683996031622032
