formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	featureId
2	C29H48O10	[M + Na]+	C29H48NaO10+	Terpenoids	0.600	Macrolides	0.239	Open-chain polyketides	0.229	Steroidal glycosides	0.570	Steroids and steroid derivatives	0.547	Lipids and lipid-like molecules	0.878	Organic compounds	1.000			Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Steroidal glycosides; Cyclic alcohols and derivatives; Hydroxysteroids; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	579.314	92	567750309301392055	567749482100742974	3911
1	C16H20N2O3	[M + H]+	C16H21N2O3+	Alkaloids	0.620	Tryptophan alkaloids	0.643	Dipeptides	0.115	N-acyl-alpha amino acids	0.695	N-acyl-alpha amino acids and derivatives	0.601	Alpha amino acids and derivatives	0.999	Amino acids and derivatives	0.999	Amino acids, peptides, and analogues	0.999	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carbonyl compounds; Substituted pyrroles; N-acyl-alpha amino acids; Alpha amino acids; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	289.155	92	567750330323244196	567749482125908802	3918
1	C13H13NO3	[M + H]+	C13H14NO3+	Alkaloids	0.972	Anthranilic acid alkaloids	0.762	Quinoline alkaloids	0.469	Quinolines and derivatives	0.596	Organoheterocyclic compounds	0.952	Organic compounds	1.000					Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Quinolines and derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	232.097	92	567750325034226687	567749482146880326	3921
2	C8H9N	[M + H]+	C8H10N+	Alkaloids	0.993	Tyrosine alkaloids	0.425	Phenylethylamines	0.192	Aralkylamines	0.899	Amines	0.916	Organonitrogen compounds	1.000	Organic nitrogen compounds	1.000	Organic compounds	1.000	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Dialkylamines; Benzenoids; Amines; Secondary amines; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	120.080	92	567750307372012177	567749482184629066	3923
1	C17H31N3O6	[M + H]+	C17H32N3O6+	Amino acids and Peptides	1.000	Small peptides	1.000	Tripeptides	1.000	Oligopeptides	0.999	Peptides	1.000	Amino acids, peptides, and analogues	0.999	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	374.228	95	567750327575974990	567749482205600590	3938
5	C16H26N2O5	[M + Na]+	C16H26N2NaO5+	Amino acids and Peptides	0.935	Small peptides	0.961	Dipeptides	0.883	Dipeptides	0.592	Peptides	0.620	Amino acids, peptides, and analogues	0.988	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Dialkylamines; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Amines; Secondary amines; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	349.175	92	567750313080460051	567749482226572114	3943
1	C15H18N2O5S	[M + H]+	C15H19N2O5S+	Amino acids and Peptides	0.527	Small peptides	0.289	Dipeptides	0.310	Alpha amino acids and derivatives	0.976	Amino acids and derivatives	0.966	Amino acids, peptides, and analogues	0.967	Carboxylic acids and derivatives	0.998	Organic acids and derivatives	0.999	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Indoles; Dialkylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	339.101	93	567750510892227611	567749482247543638	3944
1	C24H34N4O7	[M + H]+	C24H35N4O7+	Amino acids and Peptides	1.000	Small peptides	0.933	Tripeptides	0.797	Oligopeptides	0.988	Peptides	0.999	Amino acids, peptides, and analogues	1.000	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	491.250	93	567750327395619907	567749482264320858	3949
3	C24H28N8O2	[M + Na]+	C24H28N8NaO2+	Amino acids and Peptides	0.659	Tryptophan alkaloids	0.200	Carboline alkaloids	0.022	Amino acids and derivatives	0.671	Amino acids, peptides, and analogues	0.676	Carboxylic acids and derivatives	0.851	Organic acids and derivatives	0.919	Organic compounds	1.000	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	483.225	93	567750323243258858	567749482281098078	3951
1	C20H36N4O6S	[M + H]+	C20H37N4O6S+	Amino acids and Peptides	1.000	Small peptides	0.960	Tripeptides	0.498	Oligopeptides	0.993	Peptides	1.000	Amino acids, peptides, and analogues	1.000	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; N-acylpyrrolidines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Methionine and derivatives; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	461.242	93	567750531956022544	567749482293680994	3955
2	C13H26N2O5	[M + Na]+	C13H26N2NaO5+	Amino acids and Peptides	0.887	Small peptides	0.886	Dipeptides	0.344	N-acyl-alpha amino acids	0.760	N-acyl-alpha amino acids and derivatives	0.771	Alpha amino acids and derivatives	0.950	Amino acids and derivatives	0.979	Amino acids, peptides, and analogues	0.981	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Amines; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	313.175	93	567750323964679157	567749482310458214	3968
2	C10H25N3O3	[M + Na]+	C10H25N3NaO3+	Alkaloids	0.348	Ornithine alkaloids	0.844	Polyamines	0.914	Alpha amino acid amides	0.569	Alpha amino acids and derivatives	0.611	Amino acids and derivatives	0.845	Amino acids, peptides, and analogues	0.850	Carboxylic acids and derivatives	0.809	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Dialkylamines; Alpha amino acid amides; Amines; Primary amines; Secondary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	258.181	93	567750347167569422	567749482327235434	3969
1	C11H18N2O2	[M + H]+	C11H19N2O2+	Amino acids and Peptides	1.000	Small peptides	0.999	Dipeptides	0.999	Alpha amino acids and derivatives	1.000	Amino acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Piperazines; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Dioxopiperazines; Carbonyl compounds; Diazinanes; N-alkylpiperazines; 2,5-dioxopiperazines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	211.144	93	567750328171566169	567749482339818350	3972
2	C27H29N3O6	[M + H]+	C27H30N3O6+	Amino acids and Peptides	1.000	Small peptides	0.996	Tripeptides	0.993	Oligopeptides	0.993	Peptides	0.999	Amino acids, peptides, and analogues	1.000	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Aralkylamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	492.213	93	567750323180344287	567749482356595570	3975
2	C8H17OP	[M + Na]+	C8H17NaOP+	Fatty acids	0.189	Fatty acyls	0.059	Pyridine alkaloids	0.002	Organophosphine oxides	0.751	Organic phosphines and derivatives	0.493	Organophosphorus compounds	0.982	Organic compounds	1.000			Organic compounds; Organophosphorus compounds; Organophosphine oxides; Organic oxides; Phosphacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	183.092	91	567750300132643326	567749482373372790	3976
5	C13H16N2O4	[M + Na]+	C13H16N2NaO4+	Alkaloids	0.691	Small peptides	0.779	Dipeptides	0.521	Alpha amino acids and derivatives	0.948	Amino acids and derivatives	0.963	Amino acids, peptides, and analogues	0.963	Carboxylic acids and derivatives	0.999	Organic acids and derivatives	1.000	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	287.102	93	567750317127963466	567749482390150010	3979
2	C17H27N3O3	[M + Na]+	C17H27N3NaO3+	Amino acids and Peptides	0.991	Small peptides	0.958	Dipeptides	0.364	Oligopeptides	0.788	Peptides	0.955	Amino acids, peptides, and analogues	0.994	Carboxylic acids and derivatives	0.998	Organic acids and derivatives	0.999	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	344.197	94	567750327131378745	567749482406927230	3980
1	C10H19NO4	[M + H]+	C10H20NO4+	Fatty acids	0.999	Fatty amides	1.000	N-acyl amines	0.991	N-acyl-alpha amino acids	0.990	N-acyl-alpha amino acids and derivatives	0.995	Alpha amino acids and derivatives	0.995	Amino acids and derivatives	0.998	Amino acids, peptides, and analogues	0.998	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	218.139	93	567750360736143058	567749482423704450	3986
1	C21H33N3O5	[M + H]+	C21H34N3O5+	Amino acids and Peptides	1.000	Small peptides	0.999	Tripeptides	1.000	Oligopeptides	0.996	Peptides	1.000	Amino acids, peptides, and analogues	1.000	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	408.249	93	567750313701217060	567749482440481670	3987
1	C15H29N3O5	[M + H]+	C15H30N3O5+	Amino acids and Peptides	1.000	Small peptides	1.000	Tripeptides	1.000	Oligopeptides	1.000	Peptides	1.000	Amino acids, peptides, and analogues	1.000	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Serine and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	332.218	92	567750313613136666	567749482457258890	3992
3	C20H30N6O5	[M + Na]+	C20H30N6NaO5+	Amino acids and Peptides	0.996	Oligopeptides	0.921	Linear peptides	0.282	Oligopeptides	0.793	Peptides	0.959	Amino acids, peptides, and analogues	0.998	Carboxylic acids and derivatives	0.996	Organic acids and derivatives	0.998	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Carboximidamides; Aralkylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Serine and derivatives; Tyrosine and derivatives; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities	457.218	94	567750526004305103	567749482474036110	4007
1	C17H31N3O4	[M + Na]+	C17H31N3NaO4+	Amino acids and Peptides	0.998	Small peptides	0.992	Tripeptides	0.642	Oligopeptides	0.921	Peptides	0.985	Amino acids, peptides, and analogues	0.997	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	364.220	94	567750319757792136	567749482499201938	4010
1	C17H31N3O4	[M + H]+	C17H32N3O4+	Amino acids and Peptides	0.999	Small peptides	0.983	Dipeptides	0.469	Oligopeptides	0.937	Peptides	0.996	Amino acids, peptides, and analogues	0.999	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	342.239	94	567750315764814651	567749482515979158	4015
3	C17H34N2O3Si	[M + H]+	C17H35N2O3Si+	Amino acids and Peptides	0.994	Small peptides	0.980	Dipeptides	0.776	Oligopeptides	0.736	Peptides	0.969	Amino acids, peptides, and analogues	0.998	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Heterocyclic fatty acids; Dialkylamines; Pyrrolidinecarboxamides; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Secondary amines; N-acylpyrrolidines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Proline and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	343.242	94	567750319963313045	567749482532756378	4016
1	C12H20N2O4	[M + Na]+	C12H20N2NaO4+	Amino acids and Peptides	1.000	Small peptides	1.000	Dipeptides	0.960	Dipeptides	0.687	Peptides	0.981	Amino acids, peptides, and analogues	0.999	Carboxylic acids and derivatives	1.000	Organic acids and derivatives	1.000	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	279.132	94	567750326485455917	567749482549533598	4023
